,Transcript_Num,pred_1,pred_2,pred_3
6501,6501,unconfident up,unconfident up,unconfident up
6502,6502,unconfident down,confident up,unconfident up
6503,6503,confident up,confident up,confident up
6504,6504,unconfident up,confident down,confident up
6505,6505,unconfident down,unconfident down,confident up
6506,6506,unconfident up,unconfident up,unconfident up
6507,6507,unconfident down,unconfident down,unconfident down
6508,6508,unconfident down,confident down,unconfident up
6509,6509,unconfident up,confident down,confident up
6510,6510,confident down,unconfident down,unconfident up
6511,6511,unconfident down,unconfident up,unconfident up
6512,6512,unconfident up,unconfident up,confident up
6513,6513,unconfident up,unconfident up,unconfident up
6514,6514,confident up,confident up,confident up
6515,6515,unconfident up,confident up,unconfident up
6516,6516,unconfident up,unconfident down,confident up
6517,6517,unconfident down,confident up,unconfident down
6518,6518,confident up,confident up,unconfident up
6519,6519,unconfident up,confident up,confident up
6520,6520,unconfident up,unconfident down,unconfident up
6521,6521,confident up,unconfident down,confident up
6522,6522,unconfident up,unconfident up,confident up
6523,6523,confident up,unconfident up,unconfident down
6524,6524,confident up,unconfident down,confident up
6525,6525,confident up,unconfident up,unconfident down
6526,6526,unconfident down,unconfident up,unconfident up
6527,6527,confident up,confident up,unconfident up
6528,6528,confident down,unconfident down,unconfident down
6529,6529,confident up,confident up,confident up
6530,6530,unconfident down,unconfident down,unconfident down
6531,6531,unconfident down,unconfident down,unconfident down
6532,6532,unconfident up,confident down,confident up
6533,6533,confident up,unconfident up,confident up
6534,6534,unconfident up,confident up,confident up
6535,6535,unconfident down,unconfident down,unconfident down
6536,6536,confident up,unconfident up,unconfident up
6537,6537,confident up,unconfident up,unconfident up
6538,6538,unconfident down,confident up,unconfident up
6539,6539,confident down,unconfident up,confident up
6540,6540,confident up,confident up,unconfident down
6541,6541,confident up,confident up,confident up
6542,6542,unconfident up,confident up,confident up
6543,6543,confident up,unconfident down,unconfident up
6544,6544,confident up,unconfident down,unconfident up
6545,6545,unconfident up,confident up,unconfident down
6546,6546,unconfident up,unconfident down,unconfident down
6547,6547,confident down,confident up,unconfident down
6548,6548,unconfident up,confident up,unconfident up
6549,6549,confident up,confident up,unconfident up
6550,6550,unconfident down,confident down,confident down
6551,6551,unconfident up,confident up,unconfident up
6552,6552,unconfident up,unconfident down,unconfident up
6553,6553,confident down,confident up,confident up
6554,6554,unconfident up,unconfident down,unconfident up
6555,6555,confident up,confident up,unconfident up
6556,6556,confident up,confident up,confident up
6557,6557,unconfident down,confident up,unconfident up
6558,6558,unconfident down,unconfident up,unconfident up
6559,6559,unconfident up,unconfident down,confident up
6560,6560,confident down,unconfident up,confident down
6561,6561,unconfident down,confident up,confident up
6562,6562,unconfident down,unconfident up,unconfident down
6563,6563,confident up,confident up,unconfident down
6564,6564,unconfident up,confident up,confident up
6565,6565,unconfident down,confident down,confident down
6566,6566,confident up,unconfident up,unconfident up
6567,6567,confident up,unconfident up,confident up
6568,6568,unconfident up,confident up,confident up
6569,6569,unconfident down,unconfident up,unconfident down
6570,6570,unconfident down,unconfident up,unconfident up
6571,6571,confident up,confident up,confident up
6572,6572,confident up,confident up,confident up
6573,6573,unconfident down,unconfident up,unconfident up
6574,6574,unconfident down,unconfident up,unconfident up
6575,6575,unconfident up,confident up,unconfident up
6576,6576,unconfident up,confident up,confident up
6577,6577,unconfident up,confident up,unconfident up
6578,6578,confident up,unconfident up,unconfident up
6579,6579,confident up,unconfident up,unconfident up
6580,6580,confident up,unconfident up,confident up
6581,6581,confident up,unconfident down,confident up
6582,6582,unconfident down,unconfident down,confident up
6583,6583,confident down,confident up,unconfident up
6584,6584,confident up,confident up,confident up
6585,6585,confident up,confident up,unconfident down
6586,6586,unconfident down,confident up,confident up
6587,6587,unconfident up,confident up,confident up
6588,6588,confident up,unconfident up,unconfident up
6589,6589,confident up,confident up,confident down
6590,6590,unconfident down,unconfident down,confident up
6591,6591,confident up,unconfident up,confident up
6592,6592,unconfident down,unconfident down,unconfident down
6593,6593,confident up,unconfident up,unconfident down
6594,6594,unconfident up,confident up,unconfident up
6595,6595,unconfident down,confident down,unconfident down
6596,6596,confident down,unconfident up,unconfident up
6597,6597,unconfident up,unconfident up,unconfident down
6598,6598,unconfident up,unconfident up,unconfident up
6599,6599,unconfident up,unconfident up,confident up
6600,6600,unconfident up,confident down,confident up
6601,6601,unconfident down,unconfident up,unconfident down
6602,6602,unconfident up,confident up,confident up
6603,6603,unconfident up,confident up,unconfident down
6604,6604,confident up,confident up,confident up
6605,6605,unconfident down,unconfident down,unconfident down
6606,6606,unconfident down,confident up,unconfident down
6607,6607,unconfident down,unconfident up,confident up
6608,6608,unconfident down,unconfident up,confident up
6609,6609,unconfident down,unconfident down,unconfident down
6610,6610,confident up,confident up,confident up
6611,6611,confident up,unconfident up,unconfident up
6612,6612,confident up,unconfident up,confident up
6613,6613,confident up,confident up,unconfident up
6614,6614,confident up,confident up,unconfident down
6615,6615,unconfident up,unconfident up,unconfident up
6616,6616,unconfident up,confident up,unconfident up
6617,6617,confident up,confident up,unconfident down
6618,6618,unconfident down,unconfident down,unconfident down
6619,6619,confident up,confident up,confident up
6620,6620,unconfident down,unconfident down,unconfident down
6621,6621,unconfident up,confident up,unconfident up
6622,6622,unconfident up,confident down,unconfident down
6623,6623,confident up,unconfident up,confident up
6624,6624,confident up,unconfident up,confident down
6625,6625,confident up,confident up,confident up
6626,6626,confident up,confident up,unconfident down
6627,6627,confident up,unconfident up,confident up
6628,6628,unconfident down,unconfident down,unconfident up
6629,6629,unconfident up,confident up,unconfident down
6630,6630,confident down,unconfident down,unconfident down
6631,6631,confident up,unconfident up,unconfident down
6632,6632,unconfident up,unconfident up,confident up
6633,6633,confident up,confident up,unconfident up
6634,6634,unconfident up,confident up,unconfident up
6635,6635,confident up,unconfident down,confident up
6636,6636,confident up,confident up,confident up
6637,6637,unconfident down,unconfident down,unconfident up
6638,6638,confident up,unconfident down,unconfident down
6639,6639,confident up,confident up,confident up
6640,6640,confident up,confident up,confident up
6641,6641,unconfident up,unconfident down,confident down
6642,6642,confident down,confident down,unconfident up
6643,6643,unconfident up.,confident up,unconfident up
6644,6644,confident up,unconfident up,unconfident up
6645,6645,unconfident down,confident up,confident up
6646,6646,unconfident up,unconfident down,unconfident up
6647,6647,unconfident up,unconfident up,confident down
6648,6648,unconfident down,unconfident up,unconfident down
6649,6649,confident up,unconfident up,confident down
6650,6650,unconfident down,confident down,unconfident down
6651,6651,unconfident up,confident up,confident up
6652,6652,unconfident down,unconfident down,unconfident up
6653,6653,confident up,unconfident up,confident up
6654,6654,unconfident down,unconfident up,confident up
6655,6655,unconfident down,confident up,confident up
6656,6656,unconfident up,unconfident up,confident up
6657,6657,confident up,unconfident up,confident up
6658,6658,unconfident up,unconfident up,unconfident up
6659,6659,confident up,unconfident up,confident up
6660,6660,unconfident down,confident up,unconfident up
6661,6661,confident up,confident up,unconfident up
6662,6662,confident up,confident up,unconfident up
6663,6663,confident up,confident up,unconfident up
6664,6664,confident up,confident up,confident up
6665,6665,unconfident down,confident down,unconfident down
6666,6666,confident up,confident up,confident up
6667,6667,confident down,confident down,unconfident down
6668,6668,unconfident down,unconfident down,unconfident down
6669,6669,confident up,confident up,unconfident up
6670,6670,confident up,confident up,unconfident up
6671,6671,confident up,confident up,confident up
6672,6672,unconfident down,unconfident up,unconfident up
6673,6673,confident up,confident up,confident up
6674,6674,unconfident down,confident up,unconfident down
6675,6675,confident down,unconfident down,confident down
6676,6676,unconfident down,unconfident up,unconfident up
6677,6677,confident up,unconfident down,unconfident down
6678,6678,unconfident down,unconfident down,unconfident up
6679,6679,confident down,confident up,unconfident down
6680,6680,unconfident down,confident up,confident up
6681,6681,confident up,confident up,unconfident up
6682,6682,confident down,unconfident down,unconfident up
6683,6683,confident up,unconfident up,unconfident down
6684,6684,unconfident up,confident up,confident up
6685,6685,unconfident down,confident up,unconfident down
6686,6686,unconfident down,confident up,unconfident up
6687,6687,confident up,unconfident up,unconfident down
6688,6688,confident up,confident up,confident down
6689,6689,unconfident down,confident up,confident up
6690,6690,unconfident up,confident up,confident up
6691,6691,unconfident up,confident up,unconfident up
6692,6692,unconfident down,confident up,unconfident up
6693,6693,unconfident up,unconfident up,unconfident up
6694,6694,confident up,confident up,confident up
6695,6695,confident up,confident up,confident up
6696,6696,unconfident up,unconfident up,unconfident up
6697,6697,unconfident down,unconfident up,confident up
6698,6698,unconfident down,confident up,unconfident up
6699,6699,unconfident down,unconfident up,unconfident up
6700,6700,unconfident up,confident up,unconfident down
6701,6701,confident up,confident down,unconfident down
6702,6702,unconfident down,confident up,unconfident up
6703,6703,unconfident up,unconfident up,unconfident down
6704,6704,unconfident up,unconfident up,unconfident up
6705,6705,confident up,confident up,confident up
6706,6706,confident up,unconfident up,unconfident up
6707,6707,unconfident up,unconfident down,confident up
6708,6708,unconfident up,confident up,unconfident down
6709,6709,unconfident down,confident down,unconfident down
6710,6710,unconfident up,confident up,confident up
6711,6711,confident up,confident up,confident up
6712,6712,unconfident down,confident up,unconfident down
6713,6713,unconfident down,unconfident up,unconfident up
6714,6714,unconfident up,unconfident up,unconfident down
6715,6715,unconfident up,confident up,confident up
6716,6716,confident up,confident up,confident up
6717,6717,unconfident up,unconfident down,unconfident up
6718,6718,unconfident down,confident up,unconfident down
6719,6719,unconfident down,unconfident up,confident up
6720,6720,unconfident up,unconfident up,unconfident down
6721,6721,unconfident up,unconfident up,unconfident down
6722,6722,unconfident down,unconfident up,confident up
6723,6723,unconfident up,unconfident down,unconfident down
6724,6724,confident up,unconfident up,unconfident up
6725,6725,unconfident down,unconfident up,unconfident down
6726,6726,confident up,unconfident up,unconfident up
6727,6727,confident up,unconfident down,unconfident up
6728,6728,unconfident down,unconfident down,confident up
6729,6729,confident up,unconfident up,confident up
6730,6730,unconfident down,unconfident up,unconfident down
6731,6731,confident up,unconfident up,unconfident up
6732,6732,confident up,unconfident up,unconfident down
6733,6733,unconfident up,unconfident up,unconfident up
6734,6734,unconfident down,unconfident up,unconfident down
6735,6735,confident up,confident up,unconfident up
6736,6736,unconfident up,confident up,confident up
6737,6737,confident up,unconfident down,confident up
6738,6738,confident up,confident up,confident up
6739,6739,unconfident down,unconfident up,confident up
6740,6740,unconfident up,unconfident down,confident up
6741,6741,confident up,confident up,unconfident up
6742,6742,unconfident up,unconfident up,unconfident up
6743,6743,unconfident up,confident up,confident up
6744,6744,confident up,unconfident up,unconfident up
6745,6745,unconfident up,unconfident down,confident up
6746,6746,unconfident down,unconfident down,confident up
6747,6747,unconfident up,confident up,confident up
6748,6748,unconfident up,confident up,unconfident down
6749,6749,unconfident up,confident up,unconfident down
6750,6750,confident up,unconfident down,unconfident up
6751,6751,unconfident up,unconfident up,unconfident down
6752,6752,unconfident up,unconfident down,unconfident up
6753,6753,unconfident down,unconfident down,unconfident up
6754,6754,unconfident down,unconfident up,unconfident down
6755,6755,unconfident down,confident up,confident up
6756,6756,unconfident up,unconfident up,unconfident down
6757,6757,confident up,confident up,confident up
6758,6758,confident up,confident down,confident down
6759,6759,confident up,unconfident up,unconfident down
6760,6760,unconfident up,unconfident up,unconfident up
6761,6761,unconfident up,confident up,confident up
6762,6762,unconfident up,unconfident up,unconfident up
6763,6763,unconfident up,confident down,unconfident down
6764,6764,confident up,unconfident up,confident up
6765,6765,unconfident up,confident up,unconfident down
6766,6766,unconfident down,unconfident down,unconfident up
6767,6767,confident up,confident up,confident up
6768,6768,unconfident up,confident up,confident up
6769,6769,unconfident up,unconfident up,unconfident up
6770,6770,unconfident up,unconfident down,unconfident up
6771,6771,unconfident down,confident up,unconfident down
6772,6772,confident up,unconfident up,unconfident up
6773,6773,confident up,confident up,unconfident up
6774,6774,confident up,confident up,confident up
6775,6775,unconfident down,unconfident down,confident down
6776,6776,unconfident down,unconfident down,unconfident down
6777,6777,unconfident up,unconfident down,unconfident up
6778,6778,confident up,confident up,unconfident up
6779,6779,unconfident up,unconfident down,confident down
6780,6780,unconfident up,unconfident down,confident up
6781,6781,confident up,confident up,confident down
6782,6782,confident down,confident down,unconfident down
6783,6783,confident up,unconfident up,unconfident up
6784,6784,unconfident up,unconfident down,confident up
6785,6785,unconfident up,confident up,unconfident down
6786,6786,confident up,unconfident up,confident up
6787,6787,confident up,unconfident up,unconfident down
6788,6788,unconfident up,confident down,confident up
6789,6789,unconfident up,unconfident up,unconfident down
6790,6790,unconfident down,confident up,unconfident up
6791,6791,unconfident up,unconfident up,confident up
6792,6792,unconfident up,unconfident down,unconfident down
6793,6793,confident up,unconfident down,confident up
6794,6794,confident up,confident up,confident up
6795,6795,confident up,confident up,confident up
6796,6796,confident down,confident down,unconfident down
6797,6797,confident up,confident up,confident up
6798,6798,confident up,confident up,unconfident down
6799,6799,unconfident up,confident up,confident up
6800,6800,"unconfident up 

",confident down,unconfident up
6801,6801,unconfident up,confident up,confident up
6802,6802,unconfident up,unconfident up,unconfident down
6803,6803,unconfident up,confident up,confident up
6804,6804,unconfident up,unconfident up,unconfident up
6805,6805,confident up,unconfident up,confident up
6806,6806,confident up,unconfident up,confident up
6807,6807,confident up,confident up,unconfident down
6808,6808,unconfident down,confident down,unconfident down
6809,6809,unconfident down,unconfident down,confident up
6810,6810,confident up,confident up,confident up
6811,6811,unconfident up,unconfident down,unconfident down
6812,6812,unconfident down,confident up,unconfident down
6813,6813,unconfident up,confident up,unconfident up
6814,6814,confident up,unconfident up,confident up
6815,6815,unconfident up,unconfident up,unconfident down
6816,6816,confident up,confident up,confident up
6817,6817,unconfident down,confident down,unconfident up
6818,6818,unconfident down,unconfident up,unconfident down
6819,6819,confident up,confident up,confident up
6820,6820,confident up,confident up,confident up
6821,6821,confident up,confident up,confident up
6822,6822,unconfident up,confident up,confident up
6823,6823,confident up,unconfident up,confident up
6824,6824,unconfident down,confident up,confident up
6825,6825,confident up,unconfident down,confident up
6826,6826,unconfident down,confident up,confident up
6827,6827,confident up,unconfident up,unconfident up
6828,6828,unconfident up,confident up,confident up
6829,6829,confident up,confident up,unconfident up
6830,6830,confident up,unconfident up,"unconfident up 

"
6831,6831,confident up,unconfident up,confident up
6832,6832,unconfident down,unconfident up,confident up
6833,6833,unconfident up,confident up,confident up
6834,6834,confident up,confident up,confident up
6835,6835,unconfident up,unconfident down,confident up
6836,6836,unconfident up,unconfident up,unconfident up
6837,6837,unconfident up,unconfident down,confident down
6838,6838,unconfident up,confident up,unconfident up
6839,6839,confident up,unconfident up,confident up
6840,6840,confident up,unconfident up,confident up
6841,6841,unconfident down,unconfident down,confident down
6842,6842,confident up,unconfident up,unconfident up
6843,6843,unconfident up,confident down,unconfident down
6844,6844,unconfident up,unconfident down,unconfident down
6845,6845,unconfident up,unconfident down,unconfident up
6846,6846,unconfident down,unconfident down,unconfident down
6847,6847,confident up,confident up,confident up
6848,6848,confident down,confident down,unconfident down
6849,6849,confident up,confident up,unconfident down
6850,6850,confident down,confident down,unconfident down
6851,6851,confident up,confident up,unconfident up
6852,6852,confident up,confident up,confident up
6853,6853,confident up,unconfident down,unconfident down
6854,6854,unconfident up,confident up,unconfident up
6855,6855,confident up,unconfident down,unconfident up
6856,6856,unconfident down,unconfident down,unconfident up
6857,6857,unconfident down,confident down,unconfident up
6858,6858,confident up,confident up,unconfident up
6859,6859,unconfident down,unconfident down,confident down
6860,6860,unconfident up,unconfident up,unconfident up
6861,6861,confident down,confident up,confident up
6862,6862,confident up,confident up,confident up
6863,6863,unconfident up,unconfident down,confident up
6864,6864,unconfident up,confident up,confident up
6865,6865,unconfident down,confident up,confident up
6866,6866,confident up,confident up,confident up
6867,6867,unconfident up,confident up,unconfident down
6868,6868,unconfident up,confident down,confident up
6869,6869,confident up,unconfident up,confident up
6870,6870,unconfident up,confident up,confident up
6871,6871,confident up,confident down,confident up
6872,6872,confident up,confident up,unconfident up
6873,6873,confident up,unconfident down,confident down
6874,6874,unconfident up,confident up,confident up
6875,6875,unconfident down,unconfident up,unconfident up
6876,6876,unconfident down,unconfident up,unconfident down
6877,6877,unconfident up,confident up,unconfident up
6878,6878,unconfident down,unconfident down,unconfident up
6879,6879,confident up,confident up,unconfident up
6880,6880,confident up,confident up,confident up
6881,6881,confident up,unconfident up,unconfident down
6882,6882,unconfident up,confident up,confident up
6883,6883,confident up,confident up,unconfident up
6884,6884,unconfident up,confident up,unconfident up
6885,6885,unconfident down,unconfident down,unconfident down
6886,6886,confident up,confident up,unconfident up
6887,6887,unconfident down,confident up,unconfident up
6888,6888,confident down,confident up,unconfident down
6889,6889,unconfident down,confident up,unconfident up
6890,6890,unconfident down,unconfident down,unconfident down
6891,6891,unconfident up,unconfident down,confident up
6892,6892,confident up,confident up,unconfident up
6893,6893,unconfident up,unconfident down,confident up
6894,6894,confident up,confident up,confident up
6895,6895,confident up,unconfident up,confident up
6896,6896,unconfident up,confident up,unconfident up
6897,6897,confident up,unconfident down,unconfident up
6898,6898,unconfident up,confident up,unconfident down
6899,6899,unconfident up,confident up,confident down
6900,6900,unconfident down,confident down,unconfident down
6901,6901,unconfident up,unconfident up,unconfident down
6902,6902,unconfident up,unconfident down,confident up
6903,6903,confident up,confident up,unconfident up
6904,6904,unconfident up,confident up,unconfident up
6905,6905,unconfident down,confident up,unconfident down
6906,6906,unconfident down,confident up,confident up
6907,6907,confident up,confident up,confident up
6908,6908,unconfident down,unconfident up,unconfident up
6909,6909,confident up,unconfident down,unconfident up
6910,6910,unconfident up,unconfident up,unconfident down
6911,6911,unconfident down,unconfident down,confident down
6912,6912,confident up,unconfident down,unconfident up
6913,6913,confident down,unconfident up,unconfident up
6914,6914,unconfident down,confident up,confident up
6915,6915,confident up,confident up,unconfident up
6916,6916,confident down,confident down,unconfident down
6917,6917,unconfident up,confident up,unconfident down
6918,6918,unconfident up,unconfident up,unconfident up
6919,6919,confident up,confident down,unconfident down
6920,6920,confident up,confident up,unconfident up
6921,6921,unconfident up,unconfident down,confident down
6922,6922,unconfident up,confident up,confident up
6923,6923,unconfident down,unconfident up,confident up
6924,6924,confident up,confident up,confident up
6925,6925,unconfident down,unconfident up,confident up
6926,6926,confident down,unconfident down,confident up
6927,6927,unconfident up,confident up,unconfident up
6928,6928,confident up,confident up,unconfident up
6929,6929,confident up,confident up,unconfident up
6930,6930,unconfident up,unconfident up,unconfident up
6931,6931,confident up,confident up,confident up
6932,6932,confident up,confident up,confident up
6933,6933,confident up,confident up,confident up
6934,6934,confident up,unconfident up,confident up
6935,6935,unconfident up,confident up,unconfident up
6936,6936,unconfident up,unconfident up,unconfident down
6937,6937,unconfident up,unconfident down,unconfident down
6938,6938,unconfident down,confident down,confident down
6939,6939,confident up,confident up,confident up
6940,6940,confident down,unconfident up,unconfident down
6941,6941,unconfident down,unconfident up,confident down
6942,6942,confident up,confident up,unconfident up
6943,6943,unconfident up,unconfident up,unconfident down
6944,6944,unconfident up,confident up,confident up
6945,6945,unconfident down,unconfident up,unconfident down
6946,6946,unconfident up,unconfident up,unconfident up
6947,6947,unconfident up,unconfident down,unconfident down
6948,6948,unconfident up,confident down,confident up
6949,6949,unconfident down,confident up,confident up
6950,6950,confident up,confident up,unconfident up
6951,6951,unconfident up,unconfident up,unconfident down
6952,6952,unconfident up,confident up,confident up
6953,6953,unconfident up,confident down,unconfident down
6954,6954,unconfident up,unconfident down,unconfident down
6955,6955,unconfident up,unconfident up,unconfident up
6956,6956,confident up,unconfident up,unconfident up
6957,6957,unconfident up,confident up,confident up
6958,6958,unconfident up,unconfident up,unconfident up
6959,6959,confident up,unconfident up,confident up
6960,6960,unconfident down,unconfident down,unconfident up
6961,6961,unconfident down,unconfident up,unconfident down
6962,6962,confident up,confident up,confident up
6963,6963,unconfident up,unconfident up,unconfident down
6964,6964,confident up,unconfident up,confident up
6965,6965,unconfident up,unconfident up,unconfident up
6966,6966,confident down,confident down,unconfident down
6967,6967,confident up,confident up,unconfident up
6968,6968,unconfident up,confident up,unconfident up
6969,6969,confident up,confident up,unconfident down
6970,6970,confident down,unconfident down,confident up
6971,6971,confident down,unconfident down,unconfident down
6972,6972,unconfident down,unconfident down,confident up
6973,6973,confident up,confident up,confident up
6974,6974,confident up,confident up,unconfident down
6975,6975,confident up,confident up,confident up
6976,6976,unconfident up,unconfident up,unconfident up
6977,6977,confident up,confident up,confident up
6978,6978,confident up,confident up,confident up
6979,6979,unconfident up,unconfident up,confident up
6980,6980,confident down,confident up,unconfident down
6981,6981,unconfident down,confident up,confident up
6982,6982,confident up,unconfident up,unconfident up
6983,6983,unconfident down,unconfident down,confident up
6984,6984,confident down,unconfident down,unconfident down
6985,6985,confident up,unconfident up,unconfident down
6986,6986,confident up,confident up,unconfident up
6987,6987,confident up,unconfident up,confident up
6988,6988,unconfident up,confident up,confident up
6989,6989,confident up,confident up,confident up
6990,6990,confident up,unconfident up,unconfident down
6991,6991,confident up,unconfident up,confident up
6992,6992,confident up,unconfident up,confident up
6993,6993,unconfident up,confident up,confident up
6994,6994,unconfident up,confident up,confident up
6995,6995,unconfident down,confident up,unconfident up
6996,6996,unconfident up,confident up,unconfident up
6997,6997,confident up,unconfident down,unconfident up
6998,6998,confident up,confident up,unconfident up
6999,6999,unconfident down,confident up,confident up
7000,7000,confident up,unconfident up,unconfident up
7001,7001,unconfident up,confident up,confident up
7002,7002,confident down,unconfident up,unconfident down
7003,7003,confident up,unconfident up,unconfident up
7004,7004,confident up,unconfident up,confident up
7005,7005,confident up,unconfident up,confident up
7006,7006,confident up,unconfident up,confident up
7007,7007,unconfident up,unconfident down,unconfident up
7008,7008,unconfident up,unconfident up,confident down
7009,7009,confident up,confident up,unconfident up
7010,7010,unconfident down,unconfident down,unconfident down
7011,7011,unconfident up,unconfident up,unconfident down
7012,7012,unconfident up,confident up,confident up
7013,7013,confident up,confident up,confident up
7014,7014,unconfident down,confident down,unconfident down
7015,7015,confident up,confident up,unconfident up
7016,7016,confident up,unconfident down,unconfident up
7017,7017,unconfident up,unconfident down,unconfident down
7018,7018,confident up,confident up,unconfident down
7019,7019,confident up,unconfident up,confident up
7020,7020,unconfident up,confident up,unconfident up
7021,7021,unconfident up,unconfident down,unconfident up
7022,7022,confident up,confident down,confident up
7023,7023,unconfident up,unconfident up,unconfident down
7024,7024,unconfident down,confident up,confident up
7025,7025,confident up,confident up,unconfident up
7026,7026,confident up,confident up,unconfident down
7027,7027,confident down,unconfident down,unconfident up
7028,7028,confident up,confident up,confident up
7029,7029,unconfident down,confident up,unconfident up
7030,7030,unconfident up,confident up,unconfident up
7031,7031,unconfident up,unconfident up,confident up
7032,7032,confident up,unconfident down,confident up
7033,7033,confident up,unconfident up,confident up
7034,7034,unconfident down,confident up,unconfident down
7035,7035,confident up,unconfident down,confident up
7036,7036,confident up,confident up,unconfident down
7037,7037,confident up,unconfident up,confident up
7038,7038,unconfident up,confident up,unconfident up
7039,7039,confident up,unconfident down,confident up
7040,7040,confident up,unconfident down,unconfident down
7041,7041,unconfident up,confident up,confident up
7042,7042,confident up,"unconfident down 

",unconfident up
7043,7043,confident up,confident up,unconfident up
7044,7044,unconfident down,unconfident down,unconfident down
7045,7045,confident up,unconfident up,unconfident up
7046,7046,unconfident up,confident up,unconfident up
7047,7047,unconfident up,unconfident down,confident up
7048,7048,confident up,confident up,confident up
7049,7049,unconfident up,confident up,confident up
7050,7050,unconfident up,confident up,unconfident up
7051,7051,unconfident down,unconfident up,unconfident up
7052,7052,confident up,confident up,unconfident down
7053,7053,confident up,confident up,confident up
7054,7054,unconfident down,unconfident up,unconfident down
7055,7055,unconfident up,unconfident up,unconfident up
7056,7056,unconfident down,confident down,confident up
7057,7057,unconfident up,unconfident up,unconfident up
7058,7058,confident up,unconfident up,confident up
7059,7059,confident up,confident up,unconfident up
7060,7060,unconfident up,unconfident up,confident up
7061,7061,unconfident up,confident up,unconfident down
7062,7062,unconfident up,confident up,unconfident up
7063,7063,unconfident down,unconfident down,unconfident up
7064,7064,unconfident up,confident up,confident up
7065,7065,unconfident up,unconfident up,unconfident up
7066,7066,unconfident down,confident up,confident up
7067,7067,unconfident up,unconfident up,unconfident down
7068,7068,unconfident down,unconfident down,unconfident down
7069,7069,unconfident up,unconfident up,unconfident down
7070,7070,unconfident up,confident up,unconfident up
7071,7071,confident up,confident up,unconfident up
7072,7072,unconfident down,unconfident down,unconfident down
7073,7073,unconfident down,unconfident up,unconfident up
7074,7074,unconfident up,unconfident up,confident up
7075,7075,unconfident up,unconfident up,confident up
7076,7076,unconfident up,confident up,confident up
7077,7077,confident up,confident up,confident up
7078,7078,unconfident down,confident up,confident up
7079,7079,unconfident down,unconfident up,unconfident up
7080,7080,confident up,unconfident up,confident up
7081,7081,unconfident down,unconfident up,confident up
7082,7082,confident up,confident up,confident up
7083,7083,unconfident up,confident up,confident up
7084,7084,confident up,confident down,unconfident down
7085,7085,confident down,confident down,unconfident down
7086,7086,confident up,confident up,unconfident up
7087,7087,confident up,confident up,unconfident down
7088,7088,unconfident up,unconfident up,confident up
7089,7089,confident up,unconfident down,unconfident up
7090,7090,unconfident up,confident down,confident down
7091,7091,unconfident up,unconfident up,confident up
7092,7092,unconfident up,unconfident down,unconfident up
7093,7093,confident down,unconfident down,unconfident up
7094,7094,unconfident down,unconfident down,confident up
7095,7095,unconfident up,unconfident down,unconfident up
7096,7096,confident up,confident up,confident up
7097,7097,unconfident up,unconfident up,unconfident down
7098,7098,unconfident up,unconfident up,confident up
7099,7099,confident up,unconfident up,confident up
7100,7100,confident up,confident up,unconfident down
7101,7101,confident up,confident up,unconfident up
7102,7102,unconfident down,confident up,unconfident down
7103,7103,confident up,confident up,unconfident up
7104,7104,unconfident up,confident up,confident down
7105,7105,unconfident up,confident up,unconfident up
7106,7106,unconfident up,unconfident down,unconfident up
7107,7107,confident up,unconfident up,unconfident up
7108,7108,confident up,confident up,confident up
7109,7109,unconfident up,unconfident down,confident down
7110,7110,confident up,confident up,confident up
7111,7111,unconfident down,unconfident up,confident up
7112,7112,unconfident up,confident up,unconfident up
7113,7113,confident up,unconfident up,unconfident up
7114,7114,confident up,unconfident up,unconfident up
7115,7115,unconfident up,confident down,confident up
7116,7116,unconfident up,confident up,confident up
7117,7117,confident up,unconfident up,confident up
7118,7118,unconfident up,unconfident up,confident up
7119,7119,confident up,confident up,confident up
7120,7120,unconfident down,confident up,confident up
7121,7121,unconfident down,unconfident down,unconfident up
7122,7122,unconfident up,confident up,confident up
7123,7123,confident up,confident up,unconfident up
7124,7124,confident up,unconfident down,unconfident up.
7125,7125,unconfident up,confident up,confident up
7126,7126,unconfident up,confident up,unconfident up
7127,7127,confident up,unconfident up,unconfident down
7128,7128,unconfident up,unconfident down,unconfident down
7129,7129,confident up,confident down,unconfident down
7130,7130,confident up,unconfident up,confident up
7131,7131,unconfident up,unconfident up,confident up
7132,7132,unconfident up,confident up,confident up
7133,7133,unconfident up,unconfident up,unconfident up
7134,7134,unconfident up,confident up,confident up
7135,7135,unconfident down,confident up,confident up
7136,7136,unconfident up,confident up,unconfident up
7137,7137,confident up,confident up,unconfident up
7138,7138,unconfident up,confident up,confident up
7139,7139,unconfident up,unconfident up,unconfident up
7140,7140,confident up,confident up,confident up
7141,7141,confident up,confident up,unconfident up
7142,7142,confident up,confident up,unconfident up
7143,7143,confident up,confident up,confident up
7144,7144,unconfident up,unconfident up,confident up
7145,7145,unconfident up,unconfident up,unconfident up
7146,7146,confident up,unconfident down,unconfident up
7147,7147,unconfident up,unconfident up,unconfident up
7148,7148,confident down,confident down,confident down
7149,7149,unconfident up,confident up,unconfident up
7150,7150,unconfident up,confident up,unconfident up
7151,7151,confident up,confident up,confident up
7152,7152,unconfident down,unconfident up,unconfident down
7153,7153,unconfident up,unconfident down,unconfident down
7154,7154,confident up,unconfident down,confident up
7155,7155,unconfident up,unconfident down,unconfident down
7156,7156,confident up,confident up,unconfident up
